肺和[或]纵隔,1,肺和或纵隔,纵隔 和或 肺
呼吸系统和[或]胸腔,1,呼吸系统和或胸腔,胸腔 系统 和或 呼吸
呼吸系统,1,呼吸系统,系统 呼吸
全身血管,1,全身血管,血管 全身
全身动脉,1,全身动脉,动脉 全身
非冠状动脉动脉系统,1,非冠状动脉动脉系统,冠状动脉 系统 动脉 非
静脉系统,1,静脉系统,静脉 系统
躯干血管,1,躯干血管,躯干 血管
腹室,1,腹室,腹 室
静脉,1,静脉,静脉
腹部特有脏器,1,腹部特有脏器,腹部 脏 特 有 器
非冠状动脉非主动脉动脉系统,1,非冠状动脉非主动脉动脉系统,冠状动脉 主动脉 系统 动脉 非
胸部内脏,2,胸部内脏,胸部 脏 内
胸部内脏,2,胸部脏器,胸部 脏 器
胸内心血管,1,胸内心血管,心血管 胸 内
纵隔,2,纵隔,纵隔
纵隔,2,纵膈,膈 纵
全身静脉,1,全身静脉,静脉 全身
器官空腔,1,器官空腔,器官 腔 空
心血管器官,1,心血管器官,心血管 器官
腹内消化器官,1,腹内消化器官,消化 器官 腹 内
妊娠产物,1,妊娠产物,妊娠 物 产
发育中身体结构,1,发育中身体结构,身体 结构 发育 中
躯干外侧至中矢状面,1,躯干外侧至中矢状面,躯干 外侧 面 至 矢 状 中
心脏和心包,1,心脏和心包,心脏 心包 和
头部和[或]颈部血管,1,头部和或颈部血管,颈部 血管 头部 和或
心脏部分,1,心脏部分,部分 心脏
右半身,9,右半身,身 右 半
右半身,9,身体右半侧,身体 右 半 侧
右半身,9,身体右侧,身体 右侧
右半身,9,右侧身体,身体 右侧
右半身,9,右半侧身体,身体 右 半 侧
右半身,9,躯体右半侧,躯 右 半 侧 体
右半身,9,躯体右侧,右侧 躯 体
右半身,9,右侧躯体,右侧 躯 体
右半身,9,右半侧躯体,躯 右 半 侧 体
左半身,9,左半身,身 左 半
左半身,9,身体左半侧,身体 左 半 侧
左半身,9,身体左侧,身体 左侧
左半身,9,左侧身体,身体 左侧
左半身,9,左半侧身体,身体 左 半 侧
左半身,9,躯体左半侧,躯 左 半 侧 体
左半身,9,躯体左侧,左侧 躯 体
左半身,9,左侧躯体,左侧 躯 体
左半身,9,左半侧躯体,躯 左 半 侧 体
胚胎,1,胚胎,胚胎
躯干动脉,1,躯干动脉,躯干 动脉
中枢神经系统部分,1,中枢神经系统部分,中枢神经系统 部分
右心房支流,3,右心房支流,心房 流 支 右
右心房支流,3,右心房支,心房 支 右
右心房支流,3,右房支,支 房 右
腹盆腔血管,2,腹盆腔血管,血管 盆腔 腹
腹盆腔血管,2,腹腔盆腔血管,血管 腹腔 盆腔
胚胎特有结构,1,胚胎特有结构,胚胎 结构 特 有
头部血管,1,头部血管,血管 头部
心脏内部,2,心脏内部,心脏 部 内
心脏内部,2,心内,心内
颈部部分,1,颈部部分,颈部 部分
胸部和[或]腹部动脉,1,胸部和或腹部动脉,腹部 胸部 和或 动脉
泌尿系统,1,泌尿系统,系统 泌尿
浆液性囊,2,浆液性囊,液 浆 性 囊
浆液性囊,2,浆液囊,液 浆 囊
头部、颈部和[或]脑部动脉,1,头部颈部和或脑部动脉,颈部 头部 和或 动脉 部 脑
颈背区域,2,颈背区域,区域 颈 背
颈背区域,2,颈背区,颈 背 区
胸外侧至中矢状面,1,胸外侧至中矢状面,外侧 面 至 胸 矢 状 中
躯干静脉,1,躯干静脉,静脉 躯干
肢体血管,1,肢体血管,血管 肢 体
颈背区椎体,1,颈背区椎体,椎体 颈 背 区
上腔静脉支流,2,上腔静脉支流,腔静脉 流 支 上
上腔静脉支流,2,上腔静脉支,腔静脉 支 上
腹部血管,1,腹部血管,血管 腹部
肺组织包括血管和淋巴组织,1,肺组织包括血管和淋巴组织,血管 组织 淋巴 包括 肺 和
心腔,1,心腔,腔 心
头部动脉,1,头部动脉,头部 动脉
腹膜后室,1,腹膜后室,腹膜 室 后
小腿,1,小腿,小腿
右侧躯干,3,右侧躯干,躯干 右侧
右侧躯干,3,右躯干,躯干 右
右侧躯干,3,躯干右侧,躯干 右侧
左侧躯干,3,左侧躯干,躯干 左侧
左侧躯干,3,左躯干,躯干 左
左侧躯干,3,躯干左侧,躯干 左侧
器官血管,1,器官血管,血管 器官
肝脏和[或]胆囊,1,肝脏和或胆囊,胆囊 肝脏 和或
躯干静脉系统,1,躯干静脉系统,静脉 躯干 系统
肾和[或]输尿管,1,肾和或输尿管,输尿管 和或 肾
腹内泌尿器官,1,腹内泌尿器官,泌尿 器官 腹 内
脑血管系统,1,脑血管系统,血管 系统 脑
颅内血管,2,颅内血管,颅内 血管
颅内血管,2,脑血管,血管 脑
胸部动脉,1,胸部动脉,胸部 动脉
四肢动脉,1,四肢动脉,动脉 肢 四
下肢血管,1,下肢血管,血管 下肢
胸内血管,1,胸内血管,血管 胸 内
躯干动脉系统,1,躯干动脉系统,躯干 系统 动脉
肝脏,2,肝脏,肝脏
肝脏,2,肝,肝
肾脏,3,肾脏,肾脏
肾脏,3,肾,肾
肾脏,3,双肾,肾 双
盆腔血管,1,盆腔血管,血管 盆腔
腹部动脉,1,腹部动脉,腹部 动脉
腹部器官血管,1,腹部器官血管,血管 腹部 器官
腹部外侧至中矢状面,1,腹部外侧至中矢状面,腹部 外侧 面 至 矢 状 中
颈动脉和[或]脑和[或]锁骨下结构,1,颈动脉和或脑和或锁骨下结构,颈动脉 锁骨 结构 和或 脑 下
血管部分,1,血管部分,部分 血管
心室,2,心室,心室
心室,2,心室腔,心室 腔
腹内动脉,1,腹内动脉,内动脉 腹
心脏瓣膜,4,心脏瓣膜,瓣膜 心脏
心脏瓣膜,4,心瓣膜,瓣膜 心
心脏瓣膜,4,心脏瓣膜,瓣膜 心脏
心脏瓣膜,4,各瓣膜,瓣膜 各
盆腔和腿部静脉,1,盆腔和腿部静脉,静脉 盆腔 部 腿 和
颅外动脉和颅内动脉,1,颅外动脉和颅内动脉,内动脉 动脉 颅 外 和
右胸,4,右胸,胸 右
右胸,4,右侧胸部,胸部 右侧
右胸,4,胸部右侧,胸部 右侧
右胸,4,胸右侧,右侧 胸
颅内动脉,1,颅内动脉,内动脉 颅
胸部静脉,1,胸部静脉,静脉 胸部
左胸,4,左胸,胸 左
左胸,4,左侧胸部,胸部 左侧
左胸,4,胸部左侧,胸部 左侧
左胸,4,胸左侧,左侧 胸
血管类型,1,血管类型,血管 类型
动脉部分,1,动脉部分,部分 动脉
胚胎心血管,1,胚胎心血管,心血管 胚胎
大血管(器官),1,大血管器官,血管 器官 大
右侧头部,3,右侧头部,头部 右侧
右侧头部,3,头部右侧,头部 右侧
右侧头部,3,头右侧,右侧 头
左侧头部,3,左侧头部,左侧 头部
左侧头部,3,头部左侧,左侧 头部
左侧头部,3,头左侧,左侧 头
下腔静脉支流,2,下腔静脉支流,下腔静脉 流 支
下腔静脉支流,2,下腔静脉支,下腔静脉 支
静脉类型,1,静脉类型,静脉 类型
下肢动脉,1,下肢动脉,动脉 下肢
肺血管,2,肺血管,血管 肺
肺血管,2,肺部血管,血管 部 肺
颈部血管,2,颈部血管,颈部 血管
颈部血管,2,颈血管,血管 颈
胚胎血管,1,胚胎血管,血管 胚胎
腹部静脉,2,腹部静脉,静脉 腹部
腹部静脉,2,腹静脉,静脉 腹
纵隔动脉,2,纵隔动脉,纵隔 动脉
纵隔动脉,2,纵膈动脉,动脉 膈 纵
腹主动脉分支,2,腹主动脉分支,主动脉 分支 腹
腹主动脉分支,2,腹主动脉支,主动脉 腹 支
大血管,1,大血管,血管 大
右半腹,4,右半腹,腹 右 半
右半腹,4,右侧腹部,腹部 右侧
右半腹,4,腹部右侧,腹部 右侧
右半腹,4,右腹,腹 右
髂总静脉支流,2,髂总静脉支流,静脉 髂 流 支 总
髂总静脉支流,2,髂总静脉支,静脉 髂 支 总
左半腹,4,左半腹,腹 左 半
左半腹,4,左侧腹部,腹部 左侧
左半腹,4,腹部左侧,腹部 左侧
左半腹,4,左腹,腹 左
心房,2,心房,心房
心房,2,房腔,腔 房
骨盆静脉,2,骨盆静脉,骨盆 静脉
骨盆静脉,2,盆腔静脉,腔静脉 盆
颈部动脉,1,颈部动脉,颈部 动脉
下肢远端动脉,1,下肢远端动脉,远端 动脉 下肢
肾脏血管,2,肾脏血管,血管 肾脏
肾脏血管,2,肾血管,血管 肾
体腔,1,体腔,腔 体
腹部静脉系统,1,腹部静脉系统,静脉 腹部 系统
胚胎动脉,1,胚胎动脉,胚胎 动脉
体腔细分,1,体腔细分,腔 细 分 体
浆液腔,2,浆液腔,腔 液 浆
浆液腔,2,浆膜腔,膜 腔 浆
脑前动脉,1,脑前动脉,前动脉 脑
心肺循环系统,1,心肺循环系统,系统 循环 肺 心
主动脉部分,1,主动脉部分,主动脉 部分
心肺循环系统静脉部分,1,心肺循环系统静脉部分,静脉 部分 系统 循环 肺 心
浆液囊腔,2,浆液囊腔,腔 液 浆 囊
浆液囊腔,2,浆膜囊腔,膜 腔 浆 囊
胸主动脉分支,2,胸主动脉分支,主动脉 分支 胸
胸主动脉分支,2,胸主动脉支,主动脉 胸 支
肺静脉,2,肺静脉,肺静脉
肺静脉,2,肺部静脉,静脉 部 肺
心间隔,3,心间隔,间隔 心
心间隔,3,心脏间隔,间隔 心脏
心间隔,3,房室间隔,间隔 房室
脊柱血管,1,脊柱血管,血管 脊柱
内脏静脉,1,内脏静脉,静脉 脏 内
胸内动脉系统,1,胸内动脉系统,内动脉 系统 胸
胸内静脉系统,1,胸内静脉系统,静脉 系统 胸 内
心脏表面特征,1,心脏表面特征,表面 心脏 特 征
颈外侧至中矢状面,1,颈外侧至中矢状面,外侧 颈 面 至 矢 状 中
锁骨下动脉分支,2,锁骨下动脉分支,下动脉 锁骨 分支
锁骨下动脉分支,2,锁骨下动脉支,下动脉 锁骨 支
胸主动脉,1,胸主动脉,主动脉 胸
腹主动脉外侧支,2,腹主动脉外侧支,主动脉 外侧 腹 支
腹主动脉外侧支,2,腹主动脉外支,主动脉 腹 支 外
肝血管,2,肝血管,血管 肝
肝血管,2,肝脏血管,血管 肝脏
心脏瓣膜小叶,1,心脏瓣膜小叶,瓣膜 心脏 小叶
心脏静脉,2,心脏静脉,静脉 心脏
心脏静脉,2,心静脉,静脉 心
肌型静脉,1,肌型静脉,静脉 肌 型
髂血管,1,髂血管,血管 髂
腘动脉分支,2,腘动脉分支,动脉 分支 腘
腘动脉分支,2,腘动脉支,动脉 腘 支
胸主动脉上分支,2,胸主动脉上分支,主动脉 分支 胸 上
胸主动脉上分支,2,胸主动脉上支,主动脉 胸 支 上
股血管,1,股血管,血管 股
右侧头部、颈部和[或]脑动脉,1,右侧头部颈部和或脑动脉,颈部 头部 和或 右侧 动脉 脑
左侧头部、颈部和[或]脑动脉,1,左侧头部颈部和或脑动脉,颈部 左侧 头部 和或 动脉 脑
静脉部分,1,静脉部分,静脉 部分
小腿动脉,1,小腿动脉,小腿 动脉
心缘,1,心缘,缘 心
心包囊,2,心包囊,心包 囊
心包囊,2,围心囊,心 围 囊
右半颈,4,右半颈,颈 右 半
右半颈,4,右侧颈部,颈部 右侧
右半颈,4,颈部右侧,颈部 右侧
右半颈,4,颈右侧,右侧 颈
左半颈,4,左半颈,颈 左 半
左半颈,4,左侧颈部,颈部 左侧
左半颈,4,颈部左侧,颈部 左侧
左半颈,4,颈左侧,左侧 颈
肾动脉,2,肾动脉,动脉 肾
肾动脉,2,肾脏动脉,肾脏 动脉
股动脉,1,股动脉,股动脉
颈椎血管,1,颈椎血管,颈椎 血管
腘血管,2,腘血管,血管 腘
腘血管,2,腘窝血管,血管 腘 窝
胫血管,2,胫血管,血管 胫
胫血管,2,胫骨血管,血管 胫骨
右肾,3,右肾,肾 右
右肾,3,右侧肾脏,肾脏 右侧
右肾,3,右侧肾,右侧 肾
左肾,3,左肾,肾 左
左肾,3,左侧肾脏,肾脏 左侧
左肾,3,左侧肾,左侧 肾
头臂动脉分支,2,头臂动脉分支,动脉 分支 臂 头
头臂动脉分支,2,头臂动脉支,动脉 臂 支 头
髂静脉,1,髂静脉,静脉 髂
胫动脉,2,胫动脉,动脉 胫
胫动脉,2,胫骨动脉,胫骨 动脉
二尖瓣小叶,3,二尖瓣小叶,二尖瓣 小叶
二尖瓣小叶,3,二尖瓣瓣叶,二尖瓣 瓣 叶
二尖瓣小叶,3,二尖瓣叶,二尖瓣 叶
心耳,1,心耳,耳 心
静脉瓣,1,静脉瓣,静脉 瓣
身体结构,1,身体结构,身体 结构
人工心脏瓣膜,5,人工心脏瓣膜,瓣膜 心脏 人工
人工心脏瓣膜,5,人造心脏瓣膜,瓣膜 心脏 造 人
人工心脏瓣膜,5,人工瓣,人工 瓣
人工心脏瓣膜,5,人工瓣膜,瓣膜 人工
人工心脏瓣膜,5,人造瓣膜,瓣膜 造 人
机械心脏瓣膜,3,机械心脏瓣膜,瓣膜 心脏 械 机
机械心脏瓣膜,3,机械瓣膜,瓣膜 械 机
机械心脏瓣膜,3,机械瓣,瓣 械 机
人工主动脉瓣,2,人工主动脉瓣,主动脉瓣 人工
人工主动脉瓣,2,人造主动脉瓣,主动脉瓣 造 人
人工肺动脉瓣,2,人工肺动脉瓣,肺动脉瓣 人工
人工肺动脉瓣,2,人造肺动脉瓣,肺动脉瓣 造 人
人工二尖瓣,2,人工二尖瓣,二尖瓣 人工
人工二尖瓣,2,人造二尖瓣,二尖瓣 造 人
人工三尖瓣,2,人工三尖瓣,三尖瓣 人工
人工三尖瓣,2,人造三尖瓣,三尖瓣 造 人
生物瓣膜,2,生物瓣膜,生物 瓣膜
生物瓣膜,2,生物瓣,生物 瓣
自体生物瓣膜,3,自体生物瓣膜,自体 生物 瓣膜
自体生物瓣膜,3,自体生物瓣,自体 生物 瓣
自体生物瓣膜,3,自体瓣,自体 瓣
起搏器导管,1,起搏器导管,导管 起 搏 器
心导管,2,心导管,导管 心
心导管,2,心脏导管,心脏 导管
起搏导线,3,起搏导线,起 线 搏 导
起搏导线,3,起搏器电极导线,起 线 电 极 搏 导 器
起搏导线,3,起搏器导线,起 线 搏 导 器
封堵器,1,封堵器,封 堵 器
补片,1,补片,补 片
心房水平,4,心房水平,水平 心房
心房水平,4,心房间,心房 间
心房水平,4,房水平,水平 房
心房水平,4,心房水平,水平 心房
心室水平,4,心室水平,水平 心室
心室水平,4,心室间,心室 间
心室水平,4,室水平,水平 室
心室水平,4,心室水平,水平 心室
动脉水平,1,动脉水平,水平 动脉
主动脉窦瘤,7,主动脉窦瘤,主动脉 窦 瘤
主动脉窦瘤,7,乏氏窦瘤,窦 瘤 氏 乏
主动脉窦瘤,7,乏氏窦,窦 氏 乏
主动脉窦瘤,7,伐氏窦瘤,窦 瘤 氏 伐
主动脉窦瘤,7,伐氏窦,窦 氏 伐
主动脉窦瘤,7,氏窦,valsalva 窦 氏
主动脉窦瘤,7,氏窦瘤,valsalva 窦 瘤 氏
卵圆孔未闭,1,卵圆孔未闭,闭 未 孔 圆 卵
房间隔缺损,4,房间隔缺损,间隔缺损 房
房间隔缺损,4,心房间隔缺损,间隔缺损 心房
房间隔缺损,4,心房中隔缺损,缺损 心房 中隔
房间隔缺损,4,房缺,缺 房
房间隔膨胀瘤,2,房间隔膨胀瘤,间隔 膨 胀 瘤 房
房间隔膨胀瘤,2,房间隔瘤,间隔 瘤 房
肥厚型心肌病,3,肥厚型心肌病,心肌病 肥厚 型
肥厚型心肌病,3,肥厚性心肌病,性心肌病 肥厚
肥厚型心肌病,3,肥大型心肌病,心肌病 肥大 型
风湿性二尖瓣狭窄,2,风湿性二尖瓣狭窄,风湿性 二尖瓣 狭窄
风湿性二尖瓣狭窄,2,风心二狭,风 狭 心 二
动脉导管未闭,1,动脉导管未闭,动脉导管 闭 未
大血管转位,4,大血管转位,血管 转 大 位
大血管转位,4,大血管移位,血管 移位 大
大血管转位,4,大血管异位,血管 异位 大
大血管转位,4,心室动脉连接不协调,连接 心室 动脉 调 协 不
法洛氏四联症,6,法洛氏四联症,联 症 洛 法 氏 四
法洛氏四联症,6,法乐氏四联症,联 症 法 氏 四 乐
法洛氏四联症,6,法洛四联症,联 症 洛 法 四
法洛氏四联症,6,法乐四联症,联 症 法 四 乐
法洛氏四联症,6,法鲁四联症,鲁 联 症 法 四
法洛氏四联症,6,法四,法 四
毛细血管性肺动脉高压,1,毛细血管性肺动脉高压,毛细血管 肺动脉 高压 性
心肌梗死,3,心肌梗死,心肌梗 死
心肌梗死,3,心肌梗塞,心肌梗 塞
心肌梗死,3,心梗,梗 心
高血压性心脏病,2,高血压性心脏病,高血压 心脏病 性
高血压性心脏病,2,高血压心脏病,高血压 心脏病
主动脉瓣反流,2,主动脉瓣反流,主动脉瓣 流 反
主动脉瓣反流,2,主动脉瓣返流,主动脉瓣 返 流
主动脉瓣狭窄,1,主动脉瓣狭窄,主动脉瓣 狭窄
左心室肥大,4,左心室肥大,左心室 肥大
左心室肥大,4,左室肥厚,肥厚 左室
左心室肥大,4,左心室肥大,左心室 肥大
左心室肥大,4,左室肥大,肥大 左室
室间隔缺损,4,室间隔缺损,间隔缺损 室
室间隔缺损,4,心室间隔缺损,间隔缺损 心室
室间隔缺损,4,心室中膈缺损,缺损 心室 膈 中
